AU,New site,Buisness website ,Google Maps link
Gami caffe,gamicaffe.com,"https://gamichicken.com.au/location/World-Square,-NSW","https://www.google.com/maps/place/Gami/@-33.8758061,151.2069043,17z/data=!3m1!5s0x6b12ae3cdda3bd79:0xe3e4275e8b72d686!4m14!1m7!3m6!1s0x6b12af5cfe1b2001:0xb2909e9fe845b4e6!2sBarber+Industries!8m2!3d-33.8721139!4d151.206738!16s%2Fg%2F11px9f3cv6!3m5!1s0x6b12afac4c26e3cd:0xa2036b7b94d7add8!8m2!3d-33.8767921!4d151.2068518!16s%2Fg%2F11j48xg1nv?entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D"
