UK,New Domain,Buisness website ,Google Maps link
BKC - Biryani Kebab Chai - Soho,bkclondon.net,https://bkclondon.uk/menus/,"https://www.google.com/maps/place/BKC+-+Biryani+Kebab+Chai+-+Soho/@51.5142777,-0.1275078,16.54z/data=!4m15!1m8!3m7!1s0x47d8a00baf21de75:0x52963a5addd52a99!2sLondon,+UK!3b1!8m2!3d51.5072178!4d-0.1275862!16zL20vMDRqcGw!3m5!1s0x487604d2970b9751:0x3334681a7f8bdd0c!8m2!3d51.5134409!4d-0.1300381!16s%2Fg%2F11vdvw3hr3?entry=ttu&g_ep=EgoyMDI1MDUxMy4xIKXMDSoJLDEwMjExNDUzSAFQAw%3D%3D"
